name;vendor;category;functionality;expiration;service_name;service_url
disqus_unique;wpDiscuz;Unknown;with unknown functionality;at least one session;wpDiscuz;https://cookiedatabase.org/service/wpdiscuz/
rpt-activetab;WPBrigade;Unknown;with unknown functionality;at least one session;WPBrigade;https://cookiedatabase.org/service/wpbrigade/
ibx_wpfomo_notifications;WPfomify;Preferences;tostore if a message has been shown.;persistent;WPfomify;https://cookiedatabase.org/service/wpfomify/
_jid;wpDiscuz;Functional;toStore logged in users.;at least one session;wpDiscuz;https://cookiedatabase.org/service/wpdiscuz/
wpdiscuz_last_visit;wpDiscuz;Unknown;with unknown functionality;at least one session;wpDiscuz;https://cookiedatabase.org/service/wpdiscuz/
ibx_wpfomo_ip;WPfomify;Preferences;toread user IP address.;30 days;WPfomify;https://cookiedatabase.org/service/wpfomify/
wpf_leadsource[utm_campaign;WPForms;Unknown;with unknown functionality;at least one session;WPForms;https://cookiedatabase.org/service/wpforms/
wpf_read_forums;WPForms;Statistics (anonymous);tostore and count pageviews.;at least one session;WPForms;https://cookiedatabase.org/service/wpforms/
wpf_leadsource[utm_medium;WPForms;Unknown;with unknown functionality;at least one session;WPForms;https://cookiedatabase.org/service/wpforms/
wpfdSelectedCatId;WPForms;Unknown;with unknown functionality;at least one session;WPForms;https://cookiedatabase.org/service/wpforms/
wpf_ref[original_ref;WPForms;Unknown;with unknown functionality;at least one session;WPForms;https://cookiedatabase.org/service/wpforms/
wpf_leadsource[utm_source;WPForms;Unknown;with unknown functionality;at least one session;WPForms;https://cookiedatabase.org/service/wpforms/
wpf_leadsource;WPForms;Unknown;with unknown functionality;at least one session;WPForms;https://cookiedatabase.org/service/wpforms/
wpf_ref[landing_page;WPForms;Unknown;with unknown functionality;at least one session;WPForms;https://cookiedatabase.org/service/wpforms/
wpfdCategoriesState;WPForms;Unknown;with unknown functionality;at least one session;WPForms;https://cookiedatabase.org/service/wpforms/
wpf_ref;WPForms;Unknown;with unknown functionality;at least one session;WPForms;https://cookiedatabase.org/service/wpforms/
wpglobus-language;WPGlobus;Unknown;with unknown functionality;at least one session;WPGlobus;https://cookiedatabase.org/service/wpglobus/
wpglobus-language-old;WPGlobus;Unknown;with unknown functionality;at least one session;WPGlobus;https://cookiedatabase.org/service/wpglobus/
24230wpqa_post_stats*;WPQA Form Builder;Functional;with unknown functionality;at least one session;WPQA Form Builder;https://cookiedatabase.org/service/wpqa-form-builder/
ate_widget_url;WPML;Functional;toprovide admin functions.;various;WPML;https://cookiedatabase.org/service/wpml/
wp_wpml_current_admin_language_*;WPML;Functional;toprovide admin functions.;various;WPML;https://cookiedatabase.org/service/wpml/
ate_widget_fetch_time;WPML;Functional;toprovide admin functions.;various;WPML;https://cookiedatabase.org/service/wpml/
wp-wpml_current_language;WPML;Functional;tostore language settings.;1 day;WPML;https://cookiedatabase.org/service/wpml/
wp-rest-enabled-ping;WPML;Functional;toprovide a test whether the WordPress REST API is enabled and publicly accessible.;persistent;WPML;https://cookiedatabase.org/service/wpml/
wp-wpml_current_admin_language_*;WPML;Functional;tostore language settings.;session;WPML;https://cookiedatabase.org/service/wpml/
wpml_admin_referer_url;WPML;Functional;tostore last requested URL.;session;WPML;https://cookiedatabase.org/service/wpml/
wpml_referer_url;WPML;Functional;tostore last requested URL.;session;WPML;https://cookiedatabase.org/service/wpml/
_icl_visitor_lang_js;WPML;Unknown;with unknown functionality;at least one session;WPML;https://cookiedatabase.org/service/wpml/
wpml_browser_redirect_test;WPML;Functional;toread if cookies can be placed.;session;WPML;https://cookiedatabase.org/service/wpml/
NCS_INENTIM;WPspamshield;Unknown;with unknown functionality;1 minute;WPspamshield;https://cookiedatabase.org/service/wpspamshield/
_wpss_r_;WPspamshield;Unknown;with unknown functionality;1 minute;WPspamshield;https://cookiedatabase.org/service/wpspamshield/
_wpss_v_;WPspamshield;Unknown;with unknown functionality;1 minute;WPspamshield;https://cookiedatabase.org/service/wpspamshield/
_wpss_p_;WPspamshield;Unknown;with unknown functionality;1 minute;WPspamshield;https://cookiedatabase.org/service/wpspamshield/
_wpss_j_;WPspamshield;Unknown;with unknown functionality;1 minute;WPspamshield;https://cookiedatabase.org/service/wpspamshield/
JCS_INENREF;WPspamshield;Unknown;with unknown functionality;1 minute;WPspamshield;https://cookiedatabase.org/service/wpspamshield/
_wpss_h_;WPspamshield;Unknown;with unknown functionality;1 minute;WPspamshield;https://cookiedatabase.org/service/wpspamshield/
JCS_INENTIM;WPspamshield;Unknown;with unknown functionality;1 minute;WPspamshield;https://cookiedatabase.org/service/wpspamshield/
woozone-debugbar-row-height;WZone;Functional;with unknown functionality;at least one session;WZone;https://cookiedatabase.org/service/wzone/
wptouch-device-type;WPtouch;Unknown;with unknown functionality;at least one session;WPtouch;https://cookiedatabase.org/service/wptouch/
wptouch-device-orientation;WPtouch;Unknown;with unknown functionality;at least one session;WPtouch;https://cookiedatabase.org/service/wptouch/
wptouch_customizer_mode;WPtouch;Unknown;with unknown functionality;at least one session;WPtouch;https://cookiedatabase.org/service/wptouch/
wptouch-4-admin-menu;WPtouch;Unknown;with unknown functionality;at least one session;WPtouch;https://cookiedatabase.org/service/wptouch/
xf_filter;XenForo;Unknown;with unknown functionality;at least one session;XenForo;https://cookiedatabase.org/service/xenforo/
xf_csrf;XenForo;Unknown;tostore a unique user ID.;session;XenForo;https://cookiedatabase.org/service/xenforo/
xf_session_admin;XenForo;Functional;with unknown functionality;session;XenForo;https://cookiedatabase.org/service/xenforo/
xf_session;XenForo;Functional;with unknown functionality;session;XenForo;https://cookiedatabase.org/service/xenforo/
xf_lscxf_logged_in;XenForo;Unknown;toread to determine if the user is logged in.;at least one session;XenForo;https://cookiedatabase.org/service/xenforo/
xf_edit_language_id;XenForo;Statistics;tostore language settings.;session;XenForo;https://cookiedatabase.org/service/xenforo/
xf_toggle;XenForo;Unknown;with unknown functionality;session;XenForo;https://cookiedatabase.org/service/xenforo/
xf_session_install;XenForo;Functional;with unknown functionality;session;XenForo;https://cookiedatabase.org/service/xenforo/
xf_user;XenForo;Functional;toStore logged in users.;1 month;XenForo;https://cookiedatabase.org/service/xenforo/
xf_push_history_user_ids;XenForo;Unknown;with unknown functionality;at least one session;XenForo;https://cookiedatabase.org/service/xenforo/
_ym_afr:v;Yandex Metrica;Statistics;with unknown functionality;at least one session;Yandex Metrica;https://cookiedatabase.org/service/yandex-metrica/
_ym_afr;Yandex Metrica;Statistics;with unknown functionality;at least one session;Yandex Metrica;https://cookiedatabase.org/service/yandex-metrica/
_ym_alt_wasSynced;Yandex Metrica;Statistics;with unknown functionality;at least one session;Yandex Metrica;https://cookiedatabase.org/service/yandex-metrica/
_ym_hostIndex;Yandex Metrica;Functional;toread and filter requests from bots.;1 day;Yandex Metrica;https://cookiedatabase.org/service/yandex-metrica/
_ym_alt_synced;Yandex Metrica;Statistics;with unknown functionality;at least one session;Yandex Metrica;https://cookiedatabase.org/service/yandex-metrica/
_ym_alt_retryReqs;Yandex Metrica;Statistics;with unknown functionality;at least one session;Yandex Metrica;https://cookiedatabase.org/service/yandex-metrica/
_ym_metrika_enabled;Yandex Metrica;Statistics;tostore information about cookies that have been detected on the site.;1 hour;Yandex Metrica;https://cookiedatabase.org/service/yandex-metrica/
_ym_visorc;Yandex Metrica;Statistics;with unknown functionality;at least one session;Yandex Metrica;https://cookiedatabase.org/service/yandex-metrica/
_ym_wasSynced;Yandex Metrica;Statistics;with unknown functionality;at least one session;Yandex Metrica;https://cookiedatabase.org/service/yandex-metrica/
_ym_synced;Yandex Metrica;Statistics;with unknown functionality;at least one session;Yandex Metrica;https://cookiedatabase.org/service/yandex-metrica/
hide_yith-notice-*;Yith;Unknown;with unknown functionality;at least one session;Yith;https://cookiedatabase.org/service/yith/
wsc_user_dictionary_name;Yoast;Functional;tostore performed actions on the website.;persistent;Yoast;https://cookiedatabase.org/service/yoast/
yith_wcwl_products;Yith;Unknown;with unknown functionality;at least one session;Yith;https://cookiedatabase.org/service/yith/
yith_wcwl_session_*;Yith;Unknown;with unknown functionality;1 year;Yith;https://cookiedatabase.org/service/yith/
wsc_dictionary_cache;Yoast;Functional;tostore performed actions on the website.;persistent;Yoast;https://cookiedatabase.org/service/yoast/
wsc_session_started_at;Yoast;Functional;tostore performed actions on the website.;persistent;Yoast;https://cookiedatabase.org/service/yoast/
wsc_user_dictionary;Yoast;Functional;tostore performed actions on the website.;persistent;Yoast;https://cookiedatabase.org/service/yoast/
wsc_widget_last_closed;Yoast;Functional;tostore performed actions on the website.;persistent;Yoast;https://cookiedatabase.org/service/yoast/
wsc_last_activity_at;Yoast;Functional;tostore performed actions on the website.;persistent;Yoast;https://cookiedatabase.org/service/yoast/
wsc_page_views;Yoast;Functional;tostore performed actions on the website.;persistent;Yoast;https://cookiedatabase.org/service/yoast/
wsc_connected_once;Yoast;Functional;tostore performed actions on the website.;persistent;Yoast;https://cookiedatabase.org/service/yoast/
wsc_*_userID;Yoast;Functional;tostore performed actions on the website.;persistent;Yoast;https://cookiedatabase.org/service/yoast/
wsc_*_password;Yoast;Functional;tostore performed actions on the website.;persistent;Yoast;https://cookiedatabase.org/service/yoast/
yasr_visitor_vote_cookie;Yasr - Yet Another Stars Rating;Functional;with unknown functionality;1 year;Yasr - Yet Another Stars Rating;https://cookiedatabase.org/service/yasr-yet-another-stars-rating/
builder.editor.tab;Yootheme;Functional;toprovide admin functions.;various;Yootheme;https://cookiedatabase.org/service/yootheme/
yrc-consent-cookie;YourChannel;Functional;tostore cookie consent preferences.;1 year;YourChannel;https://cookiedatabase.org/service/yourchannel/
yt-player-bandwidth;YouTube;Functional;toprovide bandwidth estimations.;session;YouTube;https://cookiedatabase.org/service/youtube/
GPS;YouTube;Marketing;tostore location data.;session;YouTube;https://cookiedatabase.org/service/youtube/
yt-player-headers-readable;YouTube;Functional;tostore configuration.;17 days;YouTube;https://cookiedatabase.org/service/youtube/
VISITOR_INFO1_LIVE;YouTube;Marketing;toprovide ad delivery or retargeting,store and track a visitor's identity,Store and track interaction.;6 months;YouTube;https://cookiedatabase.org/service/youtube/
youzify-message-type;Youzify;Unknown;with unknown functionality;at least one session;Youzify;https://cookiedatabase.org/service/youzify/
YSC;YouTube;Marketing;toStore and track interaction.;session;YouTube;https://cookiedatabase.org/service/youtube/
PREF;YouTube;Marketing;tostore user preferences.;8 months;YouTube;https://cookiedatabase.org/service/youtube/
ZD-settings;Zendesk;Functional;tostore user preferences.;persistent;Zendesk;https://cookiedatabase.org/service/zendesk/
ZD-store;Zendesk;Preferences;toprovide functions across pages.;persistent;Zendesk;https://cookiedatabase.org/service/zendesk/
ZD-suid;Zendesk;Statistics;tostore a unique session ID.;20 minutes;Zendesk;https://cookiedatabase.org/service/zendesk/
ZD-currentTime;Zendesk;Marketing;tostore last visit.;session;Zendesk;https://cookiedatabase.org/service/zendesk/
ZD-buid;Zendesk;Statistics;tostore a unique user ID.;persistent;Zendesk;https://cookiedatabase.org/service/zendesk/
zrdnFormValues;Zip Recipes;Functional;with unknown functionality;at least one session;Zip Recipes;https://cookiedatabase.org/service/zip-recipes/
zrdn_layout;Zip Recipes;Unknown;with unknown functionality;at least one session;Zip Recipes;https://cookiedatabase.org/service/zip-recipes/
zrdn_unit_type;Zip Recipes;Functional;tostore configuration.;session;Zip Recipes;https://cookiedatabase.org/service/zip-recipes/
ZRDN_UserGUID;Zip Recipes;Functional;tostore a unique user ID.;1 hour;Zip Recipes;https://cookiedatabase.org/service/zip-recipes/
zrdnDashboardDefaultsSet;Zip Recipes;Functional;tostore configuration,store settings.;persistent;Zip Recipes;https://cookiedatabase.org/service/zip-recipes/
__zlcstore;Zopim;Functional;tostore the status of the chat.;1 year;Zopim;https://cookiedatabase.org/service/zopim/
__zlcprivacy;Zopim;Functional;tostore cookie consent preferences.;session;Zopim;https://cookiedatabase.org/service/zopim/
zilla_likes_*;ZillaLikes;Functional;with unknown functionality;at least one session;ZillaLikes;https://cookiedatabase.org/service/zillalikes/
